0.000000 ; 0.025000
0.000500 ; 0.024896
0.001000 ; 0.024586
0.001500 ; 0.024072
0.002000 ; 0.023358
0.002500 ; 0.022451
0.003000 ; 0.021357
0.003500 ; 0.020086
0.004000 ; 0.018649
0.004500 ; 0.017056
0.005000 ; 0.015323
0.005500 ; 0.013462
0.006000 ; 0.011489
0.006500 ; 0.009422
0.007000 ; 0.007276
0.007500 ; 0.005070
0.008000 ; 0.002821
0.008500 ; 0.000550
0.009000 ; -0.001727
0.009500 ; -0.003988
0.010000 ; -0.006217
0.010500 ; -0.008395
0.011000 ; -0.010502
0.011500 ; -0.012523
0.012000 ; -0.014439
0.012500 ; -0.016236
0.013000 ; -0.017898
0.013500 ; -0.019412
0.014000 ; -0.020765
0.014500 ; -0.021945
0.015000 ; -0.022944
0.015500 ; -0.023752
0.016000 ; -0.024363
0.016500 ; -0.024772
0.017000 ; -0.024976
0.017500 ; -0.024972
0.018000 ; -0.024762
0.018500 ; -0.024345
0.019000 ; -0.023727
0.019500 ; -0.022913
0.020000 ; -0.021908
0.020500 ; -0.020721
0.021000 ; -0.019363
0.021500 ; -0.017843
0.022000 ; -0.016176
0.022500 ; -0.014375
0.023000 ; -0.012455
0.023500 ; -0.010431
0.024000 ; -0.008320
0.024500 ; -0.006141
0.025000 ; -0.003911
0.025500 ; -0.001648
0.026000 ; 0.000628
0.026500 ; 0.002899
0.027000 ; 0.005147
0.027500 ; 0.007351
0.028000 ; 0.009494
0.028500 ; 0.011559
0.029000 ; 0.013528
0.029500 ; 0.015385
0.030000 ; 0.017114
0.030500 ; 0.018701
0.031000 ; 0.020133
0.031500 ; 0.021398
0.032000 ; 0.022485
0.032500 ; 0.023386
0.033000 ; 0.024093
0.033500 ; 0.024600
0.034000 ; 0.024903
0.034500 ; 0.025000
0.035000 ; 0.024889
0.035500 ; 0.024572
0.036000 ; 0.024051
0.036500 ; 0.023330
0.037000 ; 0.022416
0.037500 ; 0.021316
0.038000 ; 0.020039
0.038500 ; 0.018596
0.039000 ; 0.016999
0.039500 ; 0.015261
0.040000 ; 0.013396
0.040500 ; 0.011420
0.041000 ; 0.009349
0.041500 ; 0.007201
0.042000 ; 0.004993
0.042500 ; 0.002743
0.043000 ; 0.000471
0.043500 ; -0.001805
0.044000 ; -0.004066
0.044500 ; -0.006293
0.045000 ; -0.008468
0.045500 ; -0.010573
0.046000 ; -0.012591
0.046500 ; -0.014503
0.047000 ; -0.016296
0.047500 ; -0.017953
0.048000 ; -0.019462
0.048500 ; -0.020809
